stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\keli_\OneDrive\Área de Trabalho\Projeto-Manhattan\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   1.62426] added dtor for sub_bitmap 00000283EBCDAF10, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62477] added dtor for sub_bitmap 00000283EBCE0C10, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62493] added dtor for sub_bitmap 00000283EBCDAD20, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62518] added dtor for sub_bitmap 00000283EBCDF0F0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62533] added dtor for sub_bitmap 00000283EBCE0070, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62562] added dtor for sub_bitmap 00000283EBCDC080, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62593] added dtor for sub_bitmap 00000283EBCDBAB0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62627] added dtor for sub_bitmap 00000283EBCDF8B0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62718] added dtor for sub_bitmap 00000283EBCDFAA0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.62895] added dtor for sub_bitmap 00000283EBCDFC90, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.63108] added dtor for sub_bitmap 00000283EBCDBE90, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.63407] added dtor for sub_bitmap 00000283EBCE0FF0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.63441] added dtor for sub_bitmap 00000283EBCE11E0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.63569] added dtor for sub_bitmap 00000283EBCDE170, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.63951] added dtor for sub_bitmap 00000283EBCDA940, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64335] added dtor for sub_bitmap 00000283EBCDA370, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64353] added dtor for sub_bitmap 00000283EBCE13D0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64368] added dtor for sub_bitmap 00000283EBCDC270, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64387] added dtor for sub_bitmap 00000283EBCD99C0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64404] added dtor for sub_bitmap 00000283EBCDCA30, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.64522] added dtor for sub_bitmap 00000283EBCDD3E0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65105] added dtor for sub_bitmap 00000283EBCDD5D0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65138] added dtor for sub_bitmap 00000283EBCD9F90, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65170] added dtor for sub_bitmap 00000283EBCDD7C0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65191] added dtor for sub_bitmap 00000283EBCDD9B0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65206] added dtor for sub_bitmap 00000283EBCDDBA0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65219] added dtor for sub_bitmap 00000283EBCDDF80, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65232] added dtor for sub_bitmap 00000283EBCDE740, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65252] added dtor for sub_bitmap 00000283EBCDE930, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65422] added dtor for sub_bitmap 00000283EBCDEB20, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65507] added dtor for sub_bitmap 00000283EBCDF4D0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65529] added dtor for sub_bitmap 00000283EBCE15C0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65559] added dtor for sub_bitmap 00000283EBCEC290, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65582] added dtor for sub_bitmap 00000283EBCE6590, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65619] added dtor for sub_bitmap 00000283EBCEA390, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65642] added dtor for sub_bitmap 00000283EBCE6970, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65748] added dtor for sub_bitmap 00000283EBCEB500, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65772] added dtor for sub_bitmap 00000283EBCE61B0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65788] added dtor for sub_bitmap 00000283EBCE7CD0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65802] added dtor for sub_bitmap 00000283EBCE80B0, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65859] added dtor for sub_bitmap 00000283EBCE7700, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.65879] added dtor for sub_bitmap 00000283EBCEC0A0, func 00007FFC006D118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.66081] removed dtor for bitmap 00000283EBC08140
dtor     D               dtor.c:196  _al_register_destructor          [   1.66145] added dtor for font 00000283EBBDCD80, func 00007FFC242E128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.66183] removed dtor for bitmap 00000283EBC08900
dtor     D               dtor.c:196  _al_register_destructor          [   1.66222] added dtor for timer 00000283E64157F0, func 00007FFC006D1050
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.66425] opening ./nerdola.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.66751] opening ./nerdola.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.70619] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72109] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72163] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72196] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72379] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72403] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72450] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72466] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.72504] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   1.72518] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   1.72563] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   1.73374] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   1.73488] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.73637] added dtor for bitmap 00000283EBCE9410, func 00007FFC006D118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.75153] opening ./S.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.75477] opening ./S.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.75558] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.75673] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76532] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76592] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76855] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76912] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76937] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.76971] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.77132] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   1.78558] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   1.78782] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   1.78932] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   1.79007] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.79378] added dtor for bitmap 00000283EBCE7130, func 00007FFC006D118B
dtor     D               dtor.c:196  _al_register_destructor          [   1.84349] added dtor for queue 00000283E641AC90, func 00007FFC006D1C30
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.85392] opening ./cloro.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.85492] opening ./cloro.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85590] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85634] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85708] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85726] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85752] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85771] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85793] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85816] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.85865] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   1.85882] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   1.85901] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   1.85916] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   1.85938] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.86084] added dtor for bitmap 00000283EBCEBAD0, func 00007FFC006D118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.86524] opening ./sodio.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.86790] opening ./sodio.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.86961] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.86975] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.86987] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87003] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87015] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87026] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87040] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87055] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   1.87074] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   1.87087] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   1.87102] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   1.87133] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   1.87171] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.87267] added dtor for bitmap 00000283EBCEA1A0, func 00007FFC006D118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.94413] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.94679] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.95570] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.95839] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.96597] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.00595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.01883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.05189] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.07123] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.07205] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.14789] removed dtor for bitmap 00000283EBCEBAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.14892] removed dtor for bitmap 00000283EBCEA1A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.14962] removed dtor for bitmap 00000283EBCE9410
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15010] removed dtor for bitmap 00000283EBCE7130
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15211] removed dtor for font 00000283EBBDCD80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15240] removed dtor for sub_bitmap 00000283EBC092B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15258] removed dtor for sub_bitmap 00000283EBC08AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15273] removed dtor for sub_bitmap 00000283EBC094A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15291] removed dtor for sub_bitmap 00000283EBC09690
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15306] removed dtor for sub_bitmap 00000283EBC08CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15322] removed dtor for sub_bitmap 00000283EBCAD730
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15337] removed dtor for sub_bitmap 00000283EBCACD80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15352] removed dtor for sub_bitmap 00000283EBCAC9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15370] removed dtor for sub_bitmap 00000283EBCABFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15386] removed dtor for sub_bitmap 00000283EBCACB90
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15402] removed dtor for sub_bitmap 00000283EBCACF70
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15418] removed dtor for sub_bitmap 00000283EBCAD160
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15436] removed dtor for sub_bitmap 00000283EBCAD350
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15453] removed dtor for sub_bitmap 00000283EBCAC3D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15467] removed dtor for sub_bitmap 00000283EBCABC10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15483] removed dtor for sub_bitmap 00000283EBCAD920
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15498] removed dtor for sub_bitmap 00000283EBCAD540
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15513] removed dtor for sub_bitmap 00000283EBCABE00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15531] removed dtor for sub_bitmap 00000283EBCAC1E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15547] removed dtor for sub_bitmap 00000283EBCAC7B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15562] removed dtor for sub_bitmap 00000283EBCAC5C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15581] removed dtor for sub_bitmap 00000283EBCB1190
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15606] removed dtor for sub_bitmap 00000283EBCB1570
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15628] removed dtor for sub_bitmap 00000283EBCB0DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15762] removed dtor for sub_bitmap 00000283EBCB1760
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15784] removed dtor for sub_bitmap 00000283EBCB1950
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15800] removed dtor for sub_bitmap 00000283EBCAFC40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15818] removed dtor for sub_bitmap 00000283EBCB0400
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15852] removed dtor for sub_bitmap 00000283EBCAFE30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15879] removed dtor for sub_bitmap 00000283EBCB05F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.15930] removed dtor for sub_bitmap 00000283EBCB0020
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16005] removed dtor for sub_bitmap 00000283EBCB09D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16082] removed dtor for sub_bitmap 00000283EBCB0FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16103] removed dtor for sub_bitmap 00000283EBCB0210
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16121] removed dtor for sub_bitmap 00000283EBCB0BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16164] removed dtor for sub_bitmap 00000283EBCB1380
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16180] removed dtor for sub_bitmap 00000283EBCB07E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16208] removed dtor for sub_bitmap 00000283EBCB3960
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16311] removed dtor for sub_bitmap 00000283EBCB3580
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16373] removed dtor for sub_bitmap 00000283EBCB2DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16398] removed dtor for sub_bitmap 00000283EBCB3770
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16414] removed dtor for sub_bitmap 00000283EBCB1C50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16431] removed dtor for sub_bitmap 00000283EBCB1E40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16447] removed dtor for sub_bitmap 00000283EBCB2600
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16522] removed dtor for sub_bitmap 00000283EBCB2030
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16551] removed dtor for sub_bitmap 00000283EBCB27F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16592] removed dtor for sub_bitmap 00000283EBCB2220
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16631] removed dtor for sub_bitmap 00000283EBCB2BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16647] removed dtor for sub_bitmap 00000283EBCB2FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16665] removed dtor for sub_bitmap 00000283EBCB2410
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16679] removed dtor for sub_bitmap 00000283EBCB29E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16695] removed dtor for sub_bitmap 00000283EBCB3390
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16713] removed dtor for sub_bitmap 00000283EBCB31A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16731] removed dtor for sub_bitmap 00000283EBCB65A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16746] removed dtor for sub_bitmap 00000283EBCB6790
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16767] removed dtor for sub_bitmap 00000283EBCB6980
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16783] removed dtor for sub_bitmap 00000283EBCB5FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16799] removed dtor for sub_bitmap 00000283EBCB5BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16817] removed dtor for sub_bitmap 00000283EBCB5DE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16835] removed dtor for sub_bitmap 00000283EBCB5240
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16848] removed dtor for sub_bitmap 00000283EBCB4C70
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16867] removed dtor for sub_bitmap 00000283EBCB61C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16882] removed dtor for sub_bitmap 00000283EBCB5430
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16897] removed dtor for sub_bitmap 00000283EBCB5620
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16912] removed dtor for sub_bitmap 00000283EBCB4E60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16927] removed dtor for sub_bitmap 00000283EBCB5810
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16941] removed dtor for sub_bitmap 00000283EBCB5050
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16958] removed dtor for sub_bitmap 00000283EBCB63B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16976] removed dtor for sub_bitmap 00000283EBCB5A00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.16991] removed dtor for sub_bitmap 00000283EBCB99C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17007] removed dtor for sub_bitmap 00000283EBCB8280
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17022] removed dtor for sub_bitmap 00000283EBCB9DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17039] removed dtor for sub_bitmap 00000283EBCB8470
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17057] removed dtor for sub_bitmap 00000283EBCB8660
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17073] removed dtor for sub_bitmap 00000283EBCB8C30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17088] removed dtor for sub_bitmap 00000283EBCB8E20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17103] removed dtor for sub_bitmap 00000283EBCB8850
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17120] removed dtor for sub_bitmap 00000283EBCB9010
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17138] removed dtor for sub_bitmap 00000283EBCB8A40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17163] removed dtor for sub_bitmap 00000283EBCB9200
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17232] removed dtor for sub_bitmap 00000283EBCB93F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17267] removed dtor for sub_bitmap 00000283EBCB95E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17281] removed dtor for sub_bitmap 00000283EBCB97D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17297] removed dtor for sub_bitmap 00000283EBCB9BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17315] removed dtor for sub_bitmap 00000283EBCB8090
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17332] removed dtor for sub_bitmap 00000283EBCBAE30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17348] removed dtor for sub_bitmap 00000283EBCBA480
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17362] removed dtor for sub_bitmap 00000283EBCBB020
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17383] removed dtor for sub_bitmap 00000283EBCBB210
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17398] removed dtor for sub_bitmap 00000283EBCBA0A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17419] removed dtor for sub_bitmap 00000283EBCBB7E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17434] removed dtor for sub_bitmap 00000283EBCBAA50
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17464] removed dtor for sub_bitmap 00000283EBCBA290
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17480] removed dtor for sub_bitmap 00000283EBCBAC40
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17501] removed dtor for sub_bitmap 00000283EBCBB400
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17538] removed dtor for sub_bitmap 00000283EBCBB5F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17566] removed dtor for sub_bitmap 00000283EBCBB9D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17724] removed dtor for sub_bitmap 00000283EBCBBBC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17743] removed dtor for sub_bitmap 00000283EBCBBDB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17765] removed dtor for sub_bitmap 00000283EBCBA670
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17822] removed dtor for sub_bitmap 00000283EBCBA860
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17840] removed dtor for sub_bitmap 00000283EBCBF240
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17860] removed dtor for sub_bitmap 00000283EBCBE2C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17875] removed dtor for sub_bitmap 00000283EBCBE4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17890] removed dtor for sub_bitmap 00000283EBCBFA00
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17912] removed dtor for sub_bitmap 00000283EBCBE6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17926] removed dtor for sub_bitmap 00000283EBCBFDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17941] removed dtor for sub_bitmap 00000283EBCBE890
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17970] removed dtor for sub_bitmap 00000283EBCBEA80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.17992] removed dtor for sub_bitmap 00000283EBCBEC70
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18007] removed dtor for sub_bitmap 00000283EBCBEE60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18201] removed dtor for sub_bitmap 00000283EBCBF050
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18360] removed dtor for sub_bitmap 00000283EBCBF430
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18378] removed dtor for sub_bitmap 00000283EBCBF620
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18394] removed dtor for sub_bitmap 00000283EBCBF810
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18408] removed dtor for sub_bitmap 00000283EBCBFBF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18430] removed dtor for sub_bitmap 00000283EBCBE0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18447] removed dtor for sub_bitmap 00000283EBCC2990
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18464] removed dtor for sub_bitmap 00000283EBCC1DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18479] removed dtor for sub_bitmap 00000283EBCC0E70
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18493] removed dtor for sub_bitmap 00000283EBCC1FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.18510] removed dtor for sub_bitmap 00000283EBCC08A0
